Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-04 06:00:00,Spain,Spain,ES,118.46,157.25,76.31,44.26,entsoe.eu,false,
2023-01-04 07:00:00,Spain,Spain,ES,137.07,177.49,73.24,46.9,entsoe.eu,false,
2023-01-04 08:00:00,Spain,Spain,ES,135.66,175.25,73.97,49.79,entsoe.eu,false,
2023-01-04 09:00:00,Spain,Spain,ES,127.2,167.23,75.5,52.85,entsoe.eu,false,
2023-01-04 10:00:00,Spain,Spain,ES,115.71,154.46,77.86,55.36,entsoe.eu,false,
2023-01-04 11:00:00,Spain,Spain,ES,114.58,154.86,77.58,54.55,entsoe.eu,false,
2023-01-04 12:00:00,Spain,Spain,ES,112.06,153.13,77.7,53.48,entsoe.eu,false,
2023-01-04 13:00:00,Spain,Spain,ES,109.91,150.82,78.24,54.77,entsoe.eu,false,
2023-01-04 14:00:00,Spain,Spain,ES,107.1,147.72,78.83,54.93,entsoe.eu,false,
2023-01-04 15:00:00,Spain,Spain,ES,111.66,153.58,77.27,51.26,entsoe.eu,false,
2023-01-04 16:00:00,Spain,Spain,ES,136.68,181.05,72.1,44.93,entsoe.eu,false,
2023-01-04 17:00:00,Spain,Spain,ES,151.07,194.76,69.76,44.46,entsoe.eu,false,
2023-01-04 18:00:00,Spain,Spain,ES,151.72,195.26,69.54,43.71,entsoe.eu,false,
2023-01-04 19:00:00,Spain,Spain,ES,147.28,189.83,70.45,43.17,entsoe.eu,false,
2023-01-04 20:00:00,Spain,Spain,ES,143.72,185.78,71.08,42.91,entsoe.eu,false,
2023-01-04 21:00:00,Spain,Spain,ES,139.15,180.94,71.83,42.37,entsoe.eu,false,
2023-01-04 22:00:00,Spain,Spain,ES,134.22,175.38,72.86,42.5,entsoe.eu,false,
2023-01-04 23:00:00,Spain,Spain,ES,120.62,160.73,75.29,39.33,entsoe.eu,false,
2023-01-05 00:00:00,Spain,Spain,ES,109.64,149.76,76.28,37.04,entsoe.eu,false,
2023-01-05 01:00:00,Spain,Spain,ES,106.3,146.25,76.68,37.44,entsoe.eu,false,
2023-01-05 02:00:00,Spain,Spain,ES,104.33,143.91,77.15,37.03,entsoe.eu,false,
2023-01-05 03:00:00,Spain,Spain,ES,105.53,145.68,76.88,36.85,entsoe.eu,false,
2023-01-05 04:00:00,Spain,Spain,ES,105.15,145.04,77.11,37.37,entsoe.eu,false,
2023-01-05 05:00:00,Spain,Spain,ES,116.01,158.19,74.74,38.93,entsoe.eu,false,
2023-01-05 06:00:00,Spain,Spain,ES,142.71,188.04,69.64,43.32,entsoe.eu,false,
2023-01-05 07:00:00,Spain,Spain,ES,151.06,196.86,68.09,44.81,entsoe.eu,false,
2023-01-05 08:00:00,Spain,Spain,ES,148.99,194.45,68.74,46.62,entsoe.eu,false,
2023-01-05 09:00:00,Spain,Spain,ES,130.22,173.79,72.54,50.72,entsoe.eu,false,
2023-01-05 10:00:00,Spain,Spain,ES,116.1,159.09,75.13,52.94,entsoe.eu,false,
2023-01-05 11:00:00,Spain,Spain,ES,110.65,154.59,75.87,53.08,entsoe.eu,false,
2023-01-05 12:00:00,Spain,Spain,ES,106.47,149.88,76.7,53.75,entsoe.eu,false,
2023-01-05 13:00:00,Spain,Spain,ES,103.99,146.75,77.32,54.16,entsoe.eu,false,
2023-01-05 14:00:00,Spain,Spain,ES,105.79,148.83,76.97,53.32,entsoe.eu,false,
2023-01-05 15:00:00,Spain,Spain,ES,117.21,161.87,74.38,50.68,entsoe.eu,false,
2023-01-05 16:00:00,Spain,Spain,ES,148.78,197.31,67.73,43.91,entsoe.eu,false,
2023-01-05 17:00:00,Spain,Spain,ES,168.58,219.4,63.62,40.4,entsoe.eu,false,
2023-01-05 18:00:00,Spain,Spain,ES,169.22,220.55,63.19,40.26,entsoe.eu,false,
2023-01-05 19:00:00,Spain,Spain,ES,167.45,218.59,63.47,40.09,entsoe.eu,false,
2023-01-05 20:00:00,Spain,Spain,ES,166.72,217.83,63.52,40.3,entsoe.eu,false,
2023-01-05 21:00:00,Spain,Spain,ES,167.86,219.8,63.02,38.95,entsoe.eu,false,
2023-01-05 22:00:00,Spain,Spain,ES,168.53,221.44,62.68,36.91,entsoe.eu,false,
2023-01-05 23:00:00,Spain,Spain,ES,138.58,183.37,70.65,38.33,entsoe.eu,false,
2023-01-06 00:00:00,Spain,Spain,ES,121.19,161.87,75.01,38.55,entsoe.eu,false,
2023-01-06 01:00:00,Spain,Spain,ES,122.73,165.6,74.03,37.86,entsoe.eu,false,
2023-01-06 02:00:00,Spain,Spain,ES,124.46,167.06,74.27,37.41,entsoe.eu,false,
2023-01-06 03:00:00,Spain,Spain,ES,119.88,160.51,75.78,36.9,entsoe.eu,false,
2023-01-06 04:00:00,Spain,Spain,ES,128.56,171.86,73.58,38.22,entsoe.eu,false,
2023-01-06 05:00:00,Spain,Spain,ES,128.73,172.66,72.86,40.46,entsoe.eu,false,
2023-01-06 06:00:00,Spain,Spain,ES,121.98,165.71,73.2,42.31,entsoe.eu,false,
2023-01-06 07:00:00,Spain,Spain,ES,116.46,158.59,74.09,43.58,entsoe.eu,false,
2023-01-06 08:00:00,Spain,Spain,ES,104.68,141.92,77.9,49.34,entsoe.eu,false,
2023-01-06 09:00:00,Spain,Spain,ES,83.73,117.47,82.85,55.85,entsoe.eu,false,
2023-01-06 10:00:00,Spain,Spain,ES,71.9,105.27,85.08,58.2,entsoe.eu,false,
2023-01-06 11:00:00,Spain,Spain,ES,67.58,101.85,85.48,58.36,entsoe.eu,false,
2023-01-06 12:00:00,Spain,Spain,ES,64.79,98.96,85.89,58.94,entsoe.eu,false,
2023-01-06 13:00:00,Spain,Spain,ES,64.59,99.43,85.63,58.95,entsoe.eu,false,
2023-01-06 14:00:00,Spain,Spain,ES,66.69,102.12,85.09,58.6,entsoe.eu,false,
2023-01-06 15:00:00,Spain,Spain,ES,67.73,102.22,85.12,57.73,entsoe.eu,false,
2023-01-06 16:00:00,Spain,Spain,ES,90.98,127.54,80.33,53.13,entsoe.eu,false,
2023-01-06 17:00:00,Spain,Spain,ES,112.12,150.06,76.28,50.15,entsoe.eu,false,
2023-01-06 18:00:00,Spain,Spain,ES,109.01,144.76,77.44,52.96,entsoe.eu,false,
2023-01-06 19:00:00,Spain,Spain,ES,106.18,140.91,78.19,54.25,entsoe.eu,false,
2023-01-06 20:00:00,Spain,Spain,ES,101.45,136.21,78.8,54.88,entsoe.eu,false,
2023-01-06 21:00:00,Spain,Spain,ES,96.9,132.59,79.05,54.36,entsoe.eu,false,
2023-01-06 22:00:00,Spain,Spain,ES,96.96,134.34,78.45,51.91,entsoe.eu,false,
2023-01-06 23:00:00,Spain,Spain,ES,82.96,116.77,81.66,54.33,entsoe.eu,false,
2023-01-07 00:00:00,Spain,Spain,ES,73.71,104.76,84.03,57.58,entsoe.eu,false,
2023-01-07 01:00:00,Spain,Spain,ES,75.06,107.32,83.49,60.23,entsoe.eu,false,
2023-01-07 02:00:00,Spain,Spain,ES,77.75,111.01,82.71,60.29,entsoe.eu,false,
2023-01-07 03:00:00,Spain,Spain,ES,76.0,108.86,83.12,60.96,entsoe.eu,false,
2023-01-07 04:00:00,Spain,Spain,ES,74.24,106.96,83.4,61.38,entsoe.eu,false,
2023-01-07 05:00:00,Spain,Spain,ES,73.49,106.15,83.47,61.87,entsoe.eu,false,
2023-01-07 06:00:00,Spain,Spain,ES,68.81,99.97,84.74,63.74,entsoe.eu,false,
2023-01-07 07:00:00,Spain,Spain,ES,67.11,97.76,85.14,64.9,entsoe.eu,false,
2023-01-07 08:00:00,Spain,Spain,ES,59.48,88.44,87.0,67.31,entsoe.eu,false,
2023-01-07 09:00:00,Spain,Spain,ES,50.99,78.73,88.95,70.42,entsoe.eu,false,
2023-01-07 10:00:00,Spain,Spain,ES,46.31,73.39,89.96,72.36,entsoe.eu,false,
2023-01-07 11:00:00,Spain,Spain,ES,43.91,70.89,90.45,72.78,entsoe.eu,false,
2023-01-07 12:00:00,Spain,Spain,ES,44.07,71.0,90.36,73.03,entsoe.eu,false,
2023-01-07 13:00:00,Spain,Spain,ES,44.35,71.11,90.27,73.09,entsoe.eu,false,
2023-01-07 14:00:00,Spain,Spain,ES,43.37,69.5,90.58,72.86,entsoe.eu,false,
2023-01-07 15:00:00,Spain,Spain,ES,44.89,70.88,90.24,71.83,entsoe.eu,false,
2023-01-07 16:00:00,Spain,Spain,ES,47.89,73.52,89.75,71.3,entsoe.eu,false,
2023-01-07 17:00:00,Spain,Spain,ES,53.23,78.66,88.93,70.69,entsoe.eu,false,
2023-01-07 18:00:00,Spain,Spain,ES,56.68,81.1,88.87,71.41,entsoe.eu,false,
2023-01-07 19:00:00,Spain,Spain,ES,55.88,80.13,89.03,71.83,entsoe.eu,false,
2023-01-07 20:00:00,Spain,Spain,ES,56.38,80.58,88.97,71.92,entsoe.eu,false,
2023-01-07 21:00:00,Spain,Spain,ES,54.07,78.56,89.16,71.6,entsoe.eu,false,
2023-01-07 22:00:00,Spain,Spain,ES,53.95,80.17,88.56,70.53,entsoe.eu,false,
2023-01-07 23:00:00,Spain,Spain,ES,56.63,84.18,87.65,69.6,entsoe.eu,false,
2023-01-08 00:00:00,Spain,Spain,ES,57.94,86.24,87.16,68.76,entsoe.eu,false,
2023-01-08 01:00:00,Spain,Spain,ES,60.25,89.09,86.75,68.02,entsoe.eu,false,
2023-01-08 02:00:00,Spain,Spain,ES,62.36,91.79,86.28,67.25,entsoe.eu,false,
2023-01-08 03:00:00,Spain,Spain,ES,64.21,94.35,85.76,66.39,entsoe.eu,false,
2023-01-08 04:00:00,Spain,Spain,ES,62.25,91.95,86.2,66.88,entsoe.eu,false,
2023-01-08 05:00:00,Spain,Spain,ES,63.27,93.3,85.94,66.87,entsoe.eu,false,
2023-01-08 06:00:00,Spain,Spain,ES,63.62,93.47,86.06,67.0,entsoe.eu,false,
2023-01-08 07:00:00,Spain,Spain,ES,68.27,98.75,85.37,66.75,entsoe.eu,false,
2023-01-08 08:00:00,Spain,Spain,ES,61.45,89.83,87.4,69.76,entsoe.eu,false,
2023-01-08 09:00:00,Spain,Spain,ES,62.57,90.91,87.4,70.84,entsoe.eu,false,
2023-01-08 10:00:00,Spain,Spain,ES,64.94,93.84,86.86,70.92,entsoe.eu,false,
2023-01-08 11:00:00,Spain,Spain,ES,53.01,79.36,89.5,73.92,entsoe.eu,false,
2023-01-08 12:00:00,Spain,Spain,ES,43.58,68.64,90.95,75.7,entsoe.eu,false,
2023-01-08 13:00:00,Spain,Spain,ES,44.08,69.35,90.72,75.71,entsoe.eu,false,
2023-01-08 14:00:00,Spain,Spain,ES,46.11,71.67,90.27,74.78,entsoe.eu,false,
2023-01-08 15:00:00,Spain,Spain,ES,46.68,72.15,90.17,74.32,entsoe.eu,false,
2023-01-08 16:00:00,Spain,Spain,ES,47.85,73.34,89.9,73.88,entsoe.eu,false,
2023-01-08 17:00:00,Spain,Spain,ES,47.0,71.81,90.19,74.24,entsoe.eu,false,
2023-01-08 18:00:00,Spain,Spain,ES,45.36,69.38,90.72,75.17,entsoe.eu,false,
2023-01-08 19:00:00,Spain,Spain,ES,44.07,67.83,90.97,75.53,entsoe.eu,false,
2023-01-08 20:00:00,Spain,Spain,ES,44.28,68.06,90.91,75.36,entsoe.eu,false,
2023-01-08 21:00:00,Spain,Spain,ES,42.58,66.08,91.31,75.04,entsoe.eu,false,
2023-01-08 22:00:00,Spain,Spain,ES,46.62,71.18,90.34,73.27,entsoe.eu,false,
2023-01-08 23:00:00,Spain,Spain,ES,58.3,85.77,87.58,69.6,entsoe.eu,false,
2023-01-09 00:00:00,Spain,Spain,ES,59.09,86.82,87.37,68.57,entsoe.eu,false,
2023-01-09 01:00:00,Spain,Spain,ES,60.47,88.6,87.11,67.55,entsoe.eu,false,
2023-01-09 02:00:00,Spain,Spain,ES,62.35,90.79,86.82,66.56,entsoe.eu,false,
2023-01-09 03:00:00,Spain,Spain,ES,61.94,90.43,86.86,66.14,entsoe.eu,false,
2023-01-09 04:00:00,Spain,Spain,ES,61.69,90.17,86.92,66.39,entsoe.eu,false,
2023-01-09 05:00:00,Spain,Spain,ES,60.42,88.38,87.3,68.16,entsoe.eu,false,
2023-01-09 06:00:00,Spain,Spain,ES,65.74,95.16,85.88,67.74,entsoe.eu,false,
2023-01-09 07:00:00,Spain,Spain,ES,76.25,106.54,84.42,66.33,entsoe.eu,false,
2023-01-09 08:00:00,Spain,Spain,ES,76.38,106.88,84.46,65.92,entsoe.eu,false,
2023-01-09 09:00:00,Spain,Spain,ES,68.94,99.11,86.08,67.2,entsoe.eu,false,
2023-01-09 10:00:00,Spain,Spain,ES,60.37,90.45,87.75,68.72,entsoe.eu,false,
2023-01-09 11:00:00,Spain,Spain,ES,57.98,87.82,88.42,69.54,entsoe.eu,false,
2023-01-09 12:00:00,Spain,Spain,ES,55.21,84.3,89.17,70.38,entsoe.eu,false,
2023-01-09 13:00:00,Spain,Spain,ES,56.71,86.32,88.8,69.8,entsoe.eu,false,
2023-01-09 14:00:00,Spain,Spain,ES,60.82,91.13,87.8,68.41,entsoe.eu,false,
2023-01-09 15:00:00,Spain,Spain,ES,67.19,98.79,86.13,66.18,entsoe.eu,false,
2023-01-09 16:00:00,Spain,Spain,ES,83.94,119.25,81.73,60.83,entsoe.eu,false,
2023-01-09 17:00:00,Spain,Spain,ES,101.44,136.92,78.7,57.77,entsoe.eu,false,
2023-01-09 18:00:00,Spain,Spain,ES,102.17,136.21,78.98,58.74,entsoe.eu,false,
2023-01-09 19:00:00,Spain,Spain,ES,101.27,135.16,79.1,58.8,entsoe.eu,false,
2023-01-09 20:00:00,Spain,Spain,ES,95.99,128.91,80.29,59.55,entsoe.eu,false,
2023-01-09 21:00:00,Spain,Spain,ES,89.57,122.98,81.18,59.16,entsoe.eu,false,
2023-01-09 22:00:00,Spain,Spain,ES,81.48,114.98,82.36,58.56,entsoe.eu,false,
2023-01-09 23:00:00,Spain,Spain,ES,78.36,111.56,82.98,57.6,entsoe.eu,false,
2023-01-10 00:00:00,Spain,Spain,ES,77.03,108.83,83.92,57.99,entsoe.eu,false,
2023-01-10 01:00:00,Spain,Spain,ES,80.46,113.33,83.15,56.61,entsoe.eu,false,
2023-01-10 02:00:00,Spain,Spain,ES,83.42,117.11,82.51,55.69,entsoe.eu,false,
2023-01-10 03:00:00,Spain,Spain,ES,85.79,119.6,82.22,55.39,entsoe.eu,false,
2023-01-10 04:00:00,Spain,Spain,ES,83.84,117.1,82.75,56.06,entsoe.eu,false,
2023-01-10 05:00:00,Spain,Spain,ES,85.89,119.55,82.4,56.28,entsoe.eu,false,
2023-01-10 06:00:00,Spain,Spain,ES,94.64,129.82,80.47,57.15,entsoe.eu,false,
2023-01-10 07:00:00,Spain,Spain,ES,105.99,139.95,79.58,58.41,entsoe.eu,false,
2023-01-10 08:00:00,Spain,Spain,ES,108.26,142.22,79.66,58.97,entsoe.eu,false,
2023-01-10 09:00:00,Spain,Spain,ES,96.73,130.92,81.57,60.83,entsoe.eu,false,
2023-01-10 10:00:00,Spain,Spain,ES,88.15,121.89,83.13,62.15,entsoe.eu,false,
2023-01-10 11:00:00,Spain,Spain,ES,84.24,117.94,83.8,62.64,entsoe.eu,false,
2023-01-10 12:00:00,Spain,Spain,ES,79.96,113.06,84.6,63.41,entsoe.eu,false,
2023-01-10 13:00:00,Spain,Spain,ES,77.35,109.64,85.43,63.93,entsoe.eu,false,
2023-01-10 14:00:00,Spain,Spain,ES,77.74,110.08,85.38,64.0,entsoe.eu,false,
2023-01-10 15:00:00,Spain,Spain,ES,82.89,116.04,84.35,62.66,entsoe.eu,false,
2023-01-10 16:00:00,Spain,Spain,ES,101.4,136.81,80.77,58.72,entsoe.eu,false,
2023-01-10 17:00:00,Spain,Spain,ES,116.25,151.23,78.57,57.53,entsoe.eu,false,
2023-01-10 18:00:00,Spain,Spain,ES,121.44,155.49,78.07,57.99,entsoe.eu,false,
2023-01-10 19:00:00,Spain,Spain,ES,120.58,154.81,78.12,57.57,entsoe.eu,false,
2023-01-10 20:00:00,Spain,Spain,ES,111.37,144.43,79.55,57.6,entsoe.eu,false,
2023-01-10 21:00:00,Spain,Spain,ES,92.75,123.44,82.77,58.42,entsoe.eu,false,
2023-01-10 22:00:00,Spain,Spain,ES,76.47,106.81,85.17,57.5,entsoe.eu,false,
2023-01-10 23:00:00,Spain,Spain,ES,69.4,98.98,86.15,55.36,entsoe.eu,false,
2023-01-11 00:00:00,Spain,Spain,ES,72.42,103.0,85.3,54.38,entsoe.eu,false,
2023-01-11 01:00:00,Spain,Spain,ES,74.07,104.9,85.0,53.02,entsoe.eu,false,
2023-01-11 02:00:00,Spain,Spain,ES,76.31,107.78,84.48,52.08,entsoe.eu,false,
2023-01-11 03:00:00,Spain,Spain,ES,77.32,108.97,84.35,50.61,entsoe.eu,false,
2023-01-11 04:00:00,Spain,Spain,ES,82.16,115.12,83.12,49.42,entsoe.eu,false,
2023-01-11 05:00:00,Spain,Spain,ES,98.47,135.38,79.63,50.79,entsoe.eu,false,
2023-01-11 06:00:00,Spain,Spain,ES,118.58,157.31,76.05,52.69,entsoe.eu,false,
2023-01-11 07:00:00,Spain,Spain,ES,125.61,161.43,76.48,55.48,entsoe.eu,false,
2023-01-11 08:00:00,Spain,Spain,ES,118.89,153.76,77.9,57.39,entsoe.eu,false,
2023-01-11 09:00:00,Spain,Spain,ES,107.37,140.73,80.49,60.19,entsoe.eu,false,
2023-01-11 10:00:00,Spain,Spain,ES,96.79,129.5,82.41,62.11,entsoe.eu,false,
2023-01-11 11:00:00,Spain,Spain,ES,90.41,122.84,83.48,62.95,entsoe.eu,false,
2023-01-11 12:00:00,Spain,Spain,ES,88.65,120.79,83.82,63.36,entsoe.eu,false,
2023-01-11 13:00:00,Spain,Spain,ES,83.9,115.27,84.64,64.23,entsoe.eu,false,
2023-01-11 14:00:00,Spain,Spain,ES,88.32,121.0,83.4,62.75,entsoe.eu,false,
2023-01-11 15:00:00,Spain,Spain,ES,91.66,126.0,82.33,61.22,entsoe.eu,false,
2023-01-11 16:00:00,Spain,Spain,ES,103.04,139.49,79.51,58.17,entsoe.eu,false,
2023-01-11 17:00:00,Spain,Spain,ES,113.33,151.22,77.24,55.62,entsoe.eu,false,
2023-01-11 18:00:00,Spain,Spain,ES,108.95,143.64,79.03,55.67,entsoe.eu,false,
2023-01-11 19:00:00,Spain,Spain,ES,106.59,139.76,80.08,55.04,entsoe.eu,false,
2023-01-11 20:00:00,Spain,Spain,ES,106.25,138.55,80.48,55.25,entsoe.eu,false,
2023-01-11 21:00:00,Spain,Spain,ES,102.46,134.82,81.17,54.39,entsoe.eu,false,
2023-01-11 22:00:00,Spain,Spain,ES,88.29,120.33,83.08,53.86,entsoe.eu,false,
2023-01-11 23:00:00,Spain,Spain,ES,82.79,115.25,83.38,51.84,entsoe.eu,false,
2023-01-12 00:00:00,Spain,Spain,ES,81.49,114.19,83.22,50.72,entsoe.eu,false,
2023-01-12 01:00:00,Spain,Spain,ES,84.31,117.77,82.64,49.58,entsoe.eu,false,
2023-01-12 02:00:00,Spain,Spain,ES,88.08,122.53,81.72,48.14,entsoe.eu,false,
2023-01-12 03:00:00,Spain,Spain,ES,91.52,126.93,80.88,47.08,entsoe.eu,false,
2023-01-12 04:00:00,Spain,Spain,ES,88.69,123.34,81.62,47.25,entsoe.eu,false,
2023-01-12 05:00:00,Spain,Spain,ES,94.79,130.43,80.44,48.06,entsoe.eu,false,
