datetime,solar_gen_kwh,day_of_week,hour,working_day,date,h_from_max,days_from_solstice
2023-07-27 22:00:00+02:00,1.0299999999988358,3,22,1,2023-07-27,8,36
2023-07-27 23:00:00+02:00,-0.0399999999790452,3,23,1,2023-07-27,9,36
2023-07-28 00:00:00+02:00,0.0,4,0,1,2023-07-28,10,37
2023-07-28 01:00:00+02:00,0.0,4,1,1,2023-07-28,11,37
2023-07-28 02:00:00+02:00,0.0,4,2,1,2023-07-28,12,37
2023-07-28 03:00:00+02:00,0.0,4,3,1,2023-07-28,11,37
2023-07-28 04:00:00+02:00,0.0,4,4,1,2023-07-28,10,37
2023-07-28 05:00:00+02:00,0.0,4,5,1,2023-07-28,9,37
2023-07-28 06:00:00+02:00,0.0,4,6,1,2023-07-28,8,37
2023-07-28 07:00:00+02:00,0.0399999999790452,4,7,1,2023-07-28,7,37
2023-07-28 08:00:00+02:00,2.39000000001397,4,8,1,2023-07-28,6,37
2023-07-28 09:00:00+02:00,10.980000000010476,4,9,1,2023-07-28,5,37
2023-07-28 10:00:00+02:00,40.97999999998137,4,10,1,2023-07-28,4,37
2023-07-28 11:00:00+02:00,80.54000000000815,4,11,1,2023-07-28,3,37
2023-07-28 12:00:00+02:00,113.44000000000231,4,12,1,2023-07-28,2,37
2023-07-28 13:00:00+02:00,127.92999999999302,4,13,1,2023-07-28,1,37
2023-07-28 14:00:00+02:00,117.30999999999769,4,14,1,2023-07-28,0,37
2023-07-28 15:00:00+02:00,128.5800000000163,4,15,1,2023-07-28,1,37
2023-07-28 16:00:00+02:00,126.94999999998254,4,16,1,2023-07-28,2,37
2023-07-28 17:00:00+02:00,116.4900000000198,4,17,1,2023-07-28,3,37
2023-07-28 18:00:00+02:00,98.97000000000116,4,18,1,2023-07-28,4,37
2023-07-28 19:00:00+02:00,66.93999999997322,4,19,1,2023-07-28,5,37
2023-07-28 20:00:00+02:00,32.38000000000466,4,20,1,2023-07-28,6,37
2023-07-28 21:00:00+02:00,7.830000000016298,4,21,1,2023-07-28,7,37
2023-07-28 22:00:00+02:00,0.8699999999953434,4,22,1,2023-07-28,8,37
2023-07-28 23:00:00+02:00,-0.040000000008149,4,23,1,2023-07-28,9,37
2023-07-29 00:00:00+02:00,0.0,5,0,0,2023-07-29,10,38
2023-07-29 01:00:00+02:00,0.0,5,1,0,2023-07-29,11,38
2023-07-29 02:00:00+02:00,0.0,5,2,0,2023-07-29,12,38
2023-07-29 03:00:00+02:00,0.0,5,3,0,2023-07-29,11,38
2023-07-29 04:00:00+02:00,0.0,5,4,0,2023-07-29,10,38
2023-07-29 05:00:00+02:00,0.0,5,5,0,2023-07-29,9,38
2023-07-29 06:00:00+02:00,0.0,5,6,0,2023-07-29,8,38
2023-07-29 07:00:00+02:00,0.040000000008149,5,7,0,2023-07-29,7,38
2023-07-29 08:00:00+02:00,2.1199999999953434,5,8,0,2023-07-29,6,38
2023-07-29 09:00:00+02:00,10.269999999989524,5,9,0,2023-07-29,5,38
2023-07-29 10:00:00+02:00,35.460000000020955,5,10,0,2023-07-29,4,38
2023-07-29 11:00:00+02:00,23.42999999999301,5,11,0,2023-07-29,3,38
2023-07-29 12:00:00+02:00,13.119999999995343,5,12,0,2023-07-29,2,38
2023-07-29 13:00:00+02:00,12.779999999998836,5,13,0,2023-07-29,1,38
2023-07-29 14:00:00+02:00,98.27000000001864,5,14,0,2023-07-29,0,38
2023-07-29 15:00:00+02:00,119.17999999999302,5,15,0,2023-07-29,1,38
2023-07-29 16:00:00+02:00,115.61999999999534,5,16,0,2023-07-29,2,38
2023-07-29 17:00:00+02:00,108.25,5,17,0,2023-07-29,3,38
2023-07-29 18:00:00+02:00,91.57000000000698,5,18,0,2023-07-29,4,38
2023-07-29 19:00:00+02:00,47.289999999979045,5,19,0,2023-07-29,5,38
2023-07-29 20:00:00+02:00,28.550000000017462,5,20,0,2023-07-29,6,38
2023-07-29 21:00:00+02:00,7.199999999982538,5,21,0,2023-07-29,7,38
2023-07-29 22:00:00+02:00,0.7900000000081491,5,22,0,2023-07-29,8,38
2023-07-29 23:00:00+02:00,-0.0199999999895226,5,23,0,2023-07-29,9,38
2023-07-30 00:00:00+02:00,0.0,6,0,0,2023-07-30,10,39
2023-07-30 01:00:00+02:00,0.0,6,1,0,2023-07-30,11,39
2023-07-30 02:00:00+02:00,0.0,6,2,0,2023-07-30,12,39
2023-07-30 03:00:00+02:00,0.0,6,3,0,2023-07-30,11,39
2023-07-30 04:00:00+02:00,0.0,6,4,0,2023-07-30,10,39
2023-07-30 05:00:00+02:00,0.0,6,5,0,2023-07-30,9,39
2023-07-30 06:00:00+02:00,0.0,6,6,0,2023-07-30,8,39
2023-07-30 07:00:00+02:00,0.0199999999895226,6,7,0,2023-07-30,7,39
2023-07-30 08:00:00+02:00,1.9899999999906868,6,8,0,2023-07-30,6,39
2023-07-30 09:00:00+02:00,9.870000000024447,6,9,0,2023-07-30,5,39
2023-07-30 10:00:00+02:00,36.80999999999767,6,10,0,2023-07-30,4,39
2023-07-30 11:00:00+02:00,22.169999999983705,6,11,0,2023-07-30,3,39
2023-07-30 12:00:00+02:00,13.369999999995343,6,12,0,2023-07-30,2,39
2023-07-30 13:00:00+02:00,13.770000000018626,6,13,0,2023-07-30,1,39
2023-07-30 14:00:00+02:00,13.299999999988358,6,14,0,2023-07-30,0,39
2023-07-30 15:00:00+02:00,76.97000000000116,6,15,0,2023-07-30,1,39
2023-07-30 16:00:00+02:00,112.01999999998952,6,16,0,2023-07-30,2,39
2023-07-30 17:00:00+02:00,104.69000000000231,6,17,0,2023-07-30,3,39
2023-07-30 18:00:00+02:00,90.9900000000198,6,18,0,2023-07-30,4,39
2023-07-30 19:00:00+02:00,48.679999999993015,6,19,0,2023-07-30,5,39
2023-07-30 20:00:00+02:00,28.389999999984862,6,20,0,2023-07-30,6,39
2023-07-30 21:00:00+02:00,7.300000000017462,6,21,0,2023-07-30,7,39
2023-07-30 22:00:00+02:00,0.7900000000081491,6,22,0,2023-07-30,8,39
2023-07-30 23:00:00+02:00,-0.0700000000069849,6,23,0,2023-07-30,9,39
2023-07-31 00:00:00+02:00,0.0,0,0,1,2023-07-31,10,40
2023-07-31 01:00:00+02:00,0.0,0,1,1,2023-07-31,11,40
2023-07-31 02:00:00+02:00,0.0,0,2,1,2023-07-31,12,40
2023-07-31 03:00:00+02:00,0.0,0,3,1,2023-07-31,11,40
2023-07-31 04:00:00+02:00,0.0,0,4,1,2023-07-31,10,40
2023-07-31 05:00:00+02:00,0.0,0,5,1,2023-07-31,9,40
2023-07-31 06:00:00+02:00,0.0,0,6,1,2023-07-31,8,40
2023-07-31 07:00:00+02:00,0.0700000000069849,0,7,1,2023-07-31,7,40
2023-07-31 08:00:00+02:00,1.929999999993015,0,8,1,2023-07-31,6,40
2023-07-31 09:00:00+02:00,9.989999999990689,0,9,1,2023-07-31,5,40
2023-07-31 10:00:00+02:00,40.0,0,10,1,2023-07-31,4,40
2023-07-31 11:00:00+02:00,79.86000000001513,0,11,1,2023-07-31,3,40
2023-07-31 12:00:00+02:00,111.25,0,12,1,2023-07-31,2,40
2023-07-31 13:00:00+02:00,123.06999999997788,0,13,1,2023-07-31,1,40
2023-07-31 14:00:00+02:00,125.64000000001396,0,14,1,2023-07-31,0,40
2023-07-31 15:00:00+02:00,124.45000000001164,0,15,1,2023-07-31,1,40
2023-07-31 16:00:00+02:00,119.79999999998836,0,16,1,2023-07-31,2,40
2023-07-31 17:00:00+02:00,112.72000000000116,0,17,1,2023-07-31,3,40
2023-07-31 18:00:00+02:00,96.79999999998836,0,18,1,2023-07-31,4,40
2023-07-31 19:00:00+02:00,64.86000000001513,0,19,1,2023-07-31,5,40
2023-07-31 20:00:00+02:00,30.489999999990687,0,20,1,2023-07-31,6,40
2023-07-31 21:00:00+02:00,7.540000000008149,0,21,1,2023-07-31,7,40
2023-07-31 22:00:00+02:00,0.7999999999883585,0,22,1,2023-07-31,8,40
2023-07-31 23:00:00+02:00,-0.0599999999976716,0,23,1,2023-07-31,9,40
2023-08-01 00:00:00+02:00,0.0599999999976716,1,0,1,2023-08-01,10,41
2023-08-01 01:00:00+02:00,-0.0599999999976716,1,1,1,2023-08-01,11,41
2023-08-01 02:00:00+02:00,0.0,1,2,1,2023-08-01,12,41
2023-08-01 03:00:00+02:00,0.0,1,3,1,2023-08-01,11,41
2023-08-01 04:00:00+02:00,0.0,1,4,1,2023-08-01,10,41
2023-08-01 05:00:00+02:00,0.0,1,5,1,2023-08-01,9,41
2023-08-01 06:00:00+02:00,0.0,1,6,1,2023-08-01,8,41
2023-08-01 07:00:00+02:00,0.0,1,7,1,2023-08-01,7,41
2023-08-01 08:00:00+02:00,,1,8,1,2023-08-01,6,41
2023-08-01 09:00:00+02:00,,1,9,1,2023-08-01,5,41
2023-08-01 10:00:00+02:00,,1,10,1,2023-08-01,4,41
2023-08-01 11:00:00+02:00,,1,11,1,2023-08-01,3,41
2023-08-01 12:00:00+02:00,,1,12,1,2023-08-01,2,41
2023-08-01 13:00:00+02:00,,1,13,1,2023-08-01,1,41
2023-08-01 14:00:00+02:00,,1,14,1,2023-08-01,0,41
2023-08-01 15:00:00+02:00,,1,15,1,2023-08-01,1,41
2023-08-01 16:00:00+02:00,,1,16,1,2023-08-01,2,41
2023-08-01 17:00:00+02:00,,1,17,1,2023-08-01,3,41
2023-08-01 18:00:00+02:00,,1,18,1,2023-08-01,4,41
2023-08-01 19:00:00+02:00,,1,19,1,2023-08-01,5,41
2023-08-01 20:00:00+02:00,,1,20,1,2023-08-01,6,41
2023-08-01 21:00:00+02:00,,1,21,1,2023-08-01,7,41
2023-08-01 22:00:00+02:00,,1,22,1,2023-08-01,8,41
2023-08-01 23:00:00+02:00,0.0,0,0,1,2023-08-01,10,41
2023-08-02 00:00:00+02:00,0.0,0,0,1,2023-08-02,10,42
2023-08-02 01:00:00+02:00,0.0,0,0,1,2023-08-02,10,42
2023-08-02 02:00:00+02:00,0.0,0,0,1,2023-08-02,10,42
2023-08-02 03:00:00+02:00,0.0,0,0,1,2023-08-02,10,42
2023-08-02 04:00:00+02:00,0.0,0,0,1,2023-08-02,10,42
2023-08-02 05:00:00+02:00,0.0,0,0,1,2023-08-02,10,42
2023-08-02 06:00:00+02:00,0.0,0,0,1,2023-08-02,10,42
2023-08-02 07:00:00+02:00,,2,7,1,2023-08-02,7,42
2023-08-02 08:00:00+02:00,1.8399999999965075,2,8,1,2023-08-02,6,42
2023-08-02 09:00:00+02:00,9.75,2,9,1,2023-08-02,5,42
2023-08-02 10:00:00+02:00,39.38999999998487,2,10,1,2023-08-02,4,42
2023-08-02 11:00:00+02:00,80.14999999999418,2,11,1,2023-08-02,3,42
2023-08-02 12:00:00+02:00,112.6700000000128,2,12,1,2023-08-02,2,42
2023-08-02 13:00:00+02:00,127.98999999999069,2,13,1,2023-08-02,1,42
2023-08-02 14:00:00+02:00,131.6700000000128,2,14,1,2023-08-02,0,42
2023-08-02 15:00:00+02:00,130.19000000000233,2,15,1,2023-08-02,1,42
2023-08-02 16:00:00+02:00,122.85999999998604,2,16,1,2023-08-02,2,42
2023-08-02 17:00:00+02:00,113.5800000000163,2,17,1,2023-08-02,3,42
2023-08-02 18:00:00+02:00,96.48999999999069,2,18,1,2023-08-02,4,42
2023-08-02 19:00:00+02:00,63.48999999999069,2,19,1,2023-08-02,5,42
2023-08-02 20:00:00+02:00,30.650000000023283,2,20,1,2023-08-02,6,42
2023-08-02 21:00:00+02:00,6.75,2,21,1,2023-08-02,7,42
2023-08-02 22:00:00+02:00,0.6099999999860302,2,22,1,2023-08-02,8,42
2023-08-02 23:00:00+02:00,-0.0299999999988358,2,23,1,2023-08-02,9,42
2023-08-03 00:00:00+02:00,0.0299999999988358,3,0,1,2023-08-03,10,43
2023-08-03 01:00:00+02:00,-0.0299999999988358,3,1,1,2023-08-03,11,43
2023-08-03 02:00:00+02:00,0.0,3,2,1,2023-08-03,12,43
2023-08-03 03:00:00+02:00,0.0,3,3,1,2023-08-03,11,43
2023-08-03 04:00:00+02:00,0.0,3,4,1,2023-08-03,10,43
2023-08-03 05:00:00+02:00,0.0,3,5,1,2023-08-03,9,43
2023-08-03 06:00:00+02:00,0.0,3,6,1,2023-08-03,8,43
2023-08-03 07:00:00+02:00,0.0,3,7,1,2023-08-03,7,43
2023-08-03 08:00:00+02:00,,3,8,1,2023-08-03,6,43
2023-08-03 09:00:00+02:00,,3,9,1,2023-08-03,5,43
2023-08-03 10:00:00+02:00,,3,10,1,2023-08-03,4,43
2023-08-03 11:00:00+02:00,,3,11,1,2023-08-03,3,43
2023-08-03 12:00:00+02:00,,3,12,1,2023-08-03,2,43
2023-08-03 13:00:00+02:00,,3,13,1,2023-08-03,1,43
2023-08-03 14:00:00+02:00,,3,14,1,2023-08-03,0,43
2023-08-03 15:00:00+02:00,,3,15,1,2023-08-03,1,43
2023-08-03 16:00:00+02:00,,3,16,1,2023-08-03,2,43
2023-08-03 17:00:00+02:00,,3,17,1,2023-08-03,3,43
2023-08-03 18:00:00+02:00,,3,18,1,2023-08-03,4,43
2023-08-03 19:00:00+02:00,,3,19,1,2023-08-03,5,43
2023-08-03 20:00:00+02:00,,3,20,1,2023-08-03,6,43
2023-08-03 21:00:00+02:00,,3,21,1,2023-08-03,7,43
2023-08-03 22:00:00+02:00,,3,22,1,2023-08-03,8,43
2023-08-03 23:00:00+02:00,0.0,0,0,1,2023-08-03,10,43
2023-08-04 00:00:00+02:00,0.0,0,0,1,2023-08-04,10,44
2023-08-04 01:00:00+02:00,0.0,0,0,1,2023-08-04,10,44
2023-08-04 02:00:00+02:00,0.0,0,0,1,2023-08-04,10,44
2023-08-04 03:00:00+02:00,0.0,0,0,1,2023-08-04,10,44
2023-08-04 04:00:00+02:00,0.0,0,0,1,2023-08-04,10,44
2023-08-04 05:00:00+02:00,0.0,0,0,1,2023-08-04,10,44
2023-08-04 06:00:00+02:00,0.0,0,0,1,2023-08-04,10,44
2023-08-04 07:00:00+02:00,,4,7,1,2023-08-04,7,44
2023-08-04 08:00:00+02:00,1.7799999999988358,4,8,1,2023-08-04,6,44
2023-08-04 09:00:00+02:00,10.14999999999418,4,9,1,2023-08-04,5,44
2023-08-04 10:00:00+02:00,42.070000000006985,4,10,1,2023-08-04,4,44
2023-08-04 11:00:00+02:00,85.95000000001164,4,11,1,2023-08-04,3,44
2023-08-04 12:00:00+02:00,121.34999999997672,4,12,1,2023-08-04,2,44
2023-08-04 13:00:00+02:00,137.13000000000466,4,13,1,2023-08-04,1,44
2023-08-04 14:00:00+02:00,143.10000000000582,4,14,1,2023-08-04,0,44
2023-08-04 15:00:00+02:00,138.95000000001164,4,15,1,2023-08-04,1,44
2023-08-04 16:00:00+02:00,130.06999999997788,4,16,1,2023-08-04,2,44
2023-08-04 17:00:00+02:00,119.80000000001746,4,17,1,2023-08-04,3,44
2023-08-04 18:00:00+02:00,102.5799999999872,4,18,1,2023-08-04,4,44
2023-08-04 19:00:00+02:00,68.01000000000931,4,19,1,2023-08-04,5,44
2023-08-04 20:00:00+02:00,31.42000000001281,4,20,1,2023-08-04,6,44
2023-08-04 21:00:00+02:00,6.5,4,21,1,2023-08-04,7,44
2023-08-04 22:00:00+02:00,0.4799999999813735,4,22,1,2023-08-04,8,44
2023-08-04 23:00:00+02:00,0.0,4,23,1,2023-08-04,9,44
2023-08-05 00:00:00+02:00,0.0,5,0,0,2023-08-05,10,45
2023-08-05 01:00:00+02:00,0.0,5,1,0,2023-08-05,11,45
2023-08-05 02:00:00+02:00,0.0,5,2,0,2023-08-05,12,45
2023-08-05 03:00:00+02:00,0.0,5,3,0,2023-08-05,11,45
2023-08-05 04:00:00+02:00,0.0,5,4,0,2023-08-05,10,45
2023-08-05 05:00:00+02:00,0.0,5,5,0,2023-08-05,9,45
2023-08-05 06:00:00+02:00,0.0,5,6,0,2023-08-05,8,45
2023-08-05 07:00:00+02:00,0.0599999999976716,5,7,0,2023-08-05,7,45
2023-08-05 08:00:00+02:00,1.7300000000104774,5,8,0,2023-08-05,6,45
2023-08-05 09:00:00+02:00,9.720000000001164,5,9,0,2023-08-05,5,45
2023-08-05 10:00:00+02:00,25.27999999999884,5,10,0,2023-08-05,4,45
2023-08-05 11:00:00+02:00,11.669999999983702,5,11,0,2023-08-05,3,45
2023-08-05 12:00:00+02:00,12.18000000002212,5,12,0,2023-08-05,2,45
2023-08-05 13:00:00+02:00,12.64999999999418,5,13,0,2023-08-05,1,45
2023-08-05 14:00:00+02:00,12.35000000000582,5,14,0,2023-08-05,0,45
2023-08-05 15:00:00+02:00,11.25999999998021,5,15,0,2023-08-05,1,45
2023-08-05 16:00:00+02:00,11.700000000011642,5,16,0,2023-08-05,2,45
2023-08-05 17:00:00+02:00,11.190000000002328,5,17,0,2023-08-05,3,45
2023-08-05 18:00:00+02:00,11.440000000002328,5,18,0,2023-08-05,4,45
2023-08-05 19:00:00+02:00,14.869999999995343,5,19,0,2023-08-05,5,45
2023-08-05 20:00:00+02:00,25.019999999989523,5,20,0,2023-08-05,6,45
2023-08-05 21:00:00+02:00,6.650000000023283,5,21,0,2023-08-05,7,45
2023-08-05 22:00:00+02:00,0.5,5,22,0,2023-08-05,8,45
2023-08-05 23:00:00+02:00,0.0,5,23,0,2023-08-05,9,45
2023-08-06 00:00:00+02:00,0.0,6,0,0,2023-08-06,10,46
2023-08-06 01:00:00+02:00,0.0,6,1,0,2023-08-06,11,46
2023-08-06 02:00:00+02:00,0.0,6,2,0,2023-08-06,12,46
2023-08-06 03:00:00+02:00,0.0,6,3,0,2023-08-06,11,46
2023-08-06 04:00:00+02:00,0.0,6,4,0,2023-08-06,10,46
2023-08-06 05:00:00+02:00,0.0,6,5,0,2023-08-06,9,46
2023-08-06 06:00:00+02:00,0.0,6,6,0,2023-08-06,8,46
2023-08-06 07:00:00+02:00,0.0399999999790452,6,7,0,2023-08-06,7,46
2023-08-06 08:00:00+02:00,1.570000000006985,6,8,0,2023-08-06,6,46
2023-08-06 09:00:00+02:00,9.619999999995343,6,9,0,2023-08-06,5,46
2023-08-06 10:00:00+02:00,22.14000000001397,6,10,0,2023-08-06,4,46
2023-08-06 11:00:00+02:00,11.329999999987194,6,11,0,2023-08-06,3,46
2023-08-06 12:00:00+02:00,12.14000000001397,6,12,0,2023-08-06,2,46
2023-08-06 13:00:00+02:00,11.160000000003492,6,13,0,2023-08-06,1,46
2023-08-06 14:00:00+02:00,11.549999999988358,6,14,0,2023-08-06,0,46
2023-08-06 15:00:00+02:00,10.790000000008147,6,15,0,2023-08-06,1,46
2023-08-06 16:00:00+02:00,10.809999999997672,6,16,0,2023-08-06,2,46
2023-08-06 17:00:00+02:00,10.869999999995343,6,17,0,2023-08-06,3,46
2023-08-06 18:00:00+02:00,10.160000000003492,6,18,0,2023-08-06,4,46
2023-08-06 19:00:00+02:00,12.199999999982538,6,19,0,2023-08-06,5,46
2023-08-06 20:00:00+02:00,23.830000000016295,6,20,0,2023-08-06,6,46
2023-08-06 21:00:00+02:00,6.220000000001164,6,21,0,2023-08-06,7,46
2023-08-06 22:00:00+02:00,0.4100000000034924,6,22,0,2023-08-06,8,46
2023-08-06 23:00:00+02:00,0.0,6,23,0,2023-08-06,9,46
2023-08-07 00:00:00+02:00,0.0,0,0,1,2023-08-07,10,47
2023-08-07 01:00:00+02:00,0.0,0,1,1,2023-08-07,11,47
2023-08-07 02:00:00+02:00,0.0,0,2,1,2023-08-07,12,47
2023-08-07 03:00:00+02:00,0.0,0,3,1,2023-08-07,11,47
2023-08-07 04:00:00+02:00,0.0,0,4,1,2023-08-07,10,47
2023-08-07 05:00:00+02:00,0.0,0,5,1,2023-08-07,9,47
2023-08-07 06:00:00+02:00,0.0,0,6,1,2023-08-07,8,47
2023-08-07 07:00:00+02:00,0.0399999999790452,0,7,1,2023-08-07,7,47
2023-08-07 08:00:00+02:00,1.4900000000197906,0,8,1,2023-08-07,6,47
2023-08-07 09:00:00+02:00,9.380000000004657,0,9,1,2023-08-07,5,47
2023-08-07 10:00:00+02:00,39.97999999998137,0,10,1,2023-08-07,4,47
2023-08-07 11:00:00+02:00,81.97000000000116,0,11,1,2023-08-07,3,47
2023-08-07 12:00:00+02:00,115.26000000000931,0,12,1,2023-08-07,2,47
2023-08-07 13:00:00+02:00,127.32000000000698,0,13,1,2023-08-07,1,47
2023-08-07 14:00:00+02:00,128.3299999999872,0,14,1,2023-08-07,0,47
2023-08-07 15:00:00+02:00,125.42999999999302,0,15,1,2023-08-07,1,47
2023-08-07 16:00:00+02:00,119.55999999999769,0,16,1,2023-08-07,2,47
2023-08-07 17:00:00+02:00,112.70000000001164,0,17,1,2023-08-07,3,47
2023-08-07 18:00:00+02:00,95.45999999999184,0,18,1,2023-08-07,4,47
2023-08-07 19:00:00+02:00,62.45000000001164,0,19,1,2023-08-07,5,47
2023-08-07 20:00:00+02:00,29.449999999982538,0,20,1,2023-08-07,6,47
