,solar_gen_kwh,day_of_week,hour,working_day,h_from_max,days_from_solstice,wind_u_10m,wind_v_10m,relative_humidity_2m,specific_humidity_2m,air_temp_2m_K,sunshine_duration_s,apparent_temp_2m_K,longwave_radiation_wm2,shortwave_radiation_wm2,wind_gusts_surface_ms,mean_sea_level_pressure_pa,pressure_80m_pa,precipitable_water_kgm2,specific_humidity_80m,surface_pressure_pa,total_cloud_cover_pct,air_temp_80m_K,max_air_temp_2m_K,min_air_temp_2m_K,ozone_total_DU,accumulated_precip_mm,surface_temp_K,wind_u_80m,wind_v_80m
2023-07-24 23:00:00+02:00,-0.0199999999895226,0,23,1,9,33,4.384326171875,-2.64897705078125,23.0,0.0052389389974975,299.419189453125,5545.0,299.16904296875,371.9749938964844,35.85,7.9750000000000005,101024.4,93247.696875,17.014266876220706,0.0051757908050537,94096.76875,0.2,299.788232421875,303.91904296875,299.4190307617188,327.7270751953125,0.0,298.05797119140624,6.586853027343751,-4.35679931640625
2023-07-25 00:00:00+02:00,0.0,1,0,1,10,34,4.6643798828125,-2.77080810546875,24.475,0.0051379435737609,298.0501220703125,5545.0,298.06903076171875,362.8994445800781,26.884999999999998,8.141026876866817,101113.79375,93294.1625,15.999445660400392,0.005104162224121,94146.915625,0.0,298.5322509765625,303.90012207031253,298.06903076171875,325.263671875,0.0,296.8829711914062,6.5013671875,-4.9359680175781255
2023-07-25 01:00:00+02:00,0.0,1,1,1,11,34,4.5036279296875,-2.7968798828125,26.900000000000002,0.0053029470747375,297.0746215820313,5545.0,297.06190185546876,356.475,21.508,8.275143427401781,101183.13125,93328.278125,15.508350518798828,0.0053008331286621,94184.5625,0.0,297.6402587890625,303.8872314453125,297.06903076171875,321.9107177734375,0.0,295.82728271484376,6.474896240234376,-5.25302734375
2023-07-25 02:00:00+02:00,0.0,1,2,1,12,34,4.2458984375,-2.2097314453125003,29.375,0.0054717824087524,296.12103271484375,5545.0,296.11308593750005,351.475,17.92,7.674218751490116,101210.7,93332.35,15.163337689208985,0.0054559539349365,94190.646875,1.325,296.68808593750003,303.9138916015625,296.1440307617188,320.027490234375,0.0,294.9716064453125,6.237286376953126,-4.38218994140625
2023-07-25 03:00:00+02:00,0.0,1,3,1,11,34,2.9831982421875,-2.1868994140625,35.7,0.005752972885437,293.7683349609375,0.0,293.80441894531253,317.125,0.0,5.901324462890625,101335.75,93397.2375,14.956021685791015,0.0057292792510986006,94263.99375,4.6000000000000005,294.303662109375,294.6043212890625,293.7699951171875,317.41411132812505,0.0,292.5074462890625,4.310864257812501,-3.935809326171875
2023-07-25 04:00:00+02:00,0.0,1,4,1,10,34,2.4558349609375,-1.8982373046875,39.550000000000004,0.0060095142131042,292.9082885742188,0.0,292.8887084960937,315.67734375,0.0,5.1644943237304695,101322.16875,93367.79375,15.058138958740235,0.005955651262207,94236.35,3.025,293.4806396484375,294.6082885742188,292.8699951171875,316.2322998046875,0.0,291.7192138671875,3.48887939453125,-3.3902099609375003
2023-07-25 05:00:00+02:00,0.0,1,5,1,9,34,1.992978515625,-1.9309521484375,42.275,0.0061921653004454996,292.3331298828125,0.0,292.344384765625,314.50945129394535,0.0,4.541552734375,101341.03125,93370.9,15.069248052978516,0.0061331357446289,94240.840625,0.0,292.9634033203125,294.57919921875003,292.31999511718755,315.56096191406255,0.0,291.1723999023437,2.8819274902343754,-3.3644775390625004
2023-07-25 06:00:00+02:00,0.0,1,6,1,8,34,1.486077880859375,-1.41798095703125,44.225,0.0062467899414062,291.7593017578125,0.0,291.75,313.60563964843755,0.0,3.527845749258995,101368.89375,93382.85625,15.2075525390625,0.0061742350006103,94253.9,0.0,292.49404296875,294.5943359375,291.7199951171875,314.63857421875,0.0,290.4669189453125,2.05435791015625,-2.51903076171875
2023-07-25 07:00:00+02:00,0.0199999999895226,1,7,1,7,34,0.8497894287109375,-1.0150238037109376,46.050000000000004,0.0062602057392883,291.1291259765625,0.0,291.1306396484375,312.7999969482422,0.0,2.6577385537326337,101430.425,93428.0375,15.473468933105469,0.0061866931219482,94300.515625,0.0,292.16005859375,294.5943359375,291.1199951171875,313.2158935546875,0.0,289.6556396484375,1.266802978515625,-1.85792236328125
2023-07-25 08:00:00+02:00,2.540000000008149,1,8,1,6,34,0.322601318359375,-0.978131103515625,44.650000000000006,0.0063922393074034994,291.9250122070313,2952.5,291.92498779296875,312.1249969482422,5.384,2.3568603515625,101486.1,93480.634375,15.717980780029297,0.0061978939593505,94353.88125,0.0,291.9056396484375,294.5943359375,291.0449951171875,313.06186523437503,0.0,291.9676513671875,0.6561462402343754,-1.5918457031250002
2023-07-25 09:00:00+02:00,10.980000000010476,1,9,1,5,34,0.4771911621093752,-1.061669921875,39.75,0.0063160700550842,293.6081298828125,3600.0,293.538720703125,312.66316528320317,193.21,2.38157958984375,101526.9375,93561.59687499999,15.992827783203126,0.0062500878106689,94433.465625,1.175,292.36325683593753,293.53984375,292.2581298828125,312.48046875,0.0,297.1,0.6132568359375001,-1.305645751953125
2023-07-25 10:00:00+02:00,42.30999999999767,1,10,1,4,34,0.33187255859375,-1.1628112792968752,36.15,0.0062998173999023,295.07777099609376,7200.0,295.050048828125,315.9499969482422,291.565,2.20361328125,101511.9375,93591.428125,16.05058201904297,0.0062279129138183,94460.546875,1.725,293.4306884765625,295.0717529296875,292.2581298828125,312.6236083984375,0.0,302.5001098632813,0.3968994140624999,-1.26845703125
2023-07-25 11:00:00+02:00,81.63999999998487,1,11,1,3,34,0.39356079101562497,-0.5851867675781249,32.65,0.0062130245579527996,296.488037109375,10800.0,296.4693603515625,319.52500000000003,388.23,1.6777360871434213,101479.4625,93601.725,16.141789123535155,0.0061347296392822,94467.478125,0.0,294.575048828125,296.4836791992188,292.2581298828125,312.573193359375,0.0,308.1368408203125,0.49070434570312504,-0.6499023437500001
2023-07-25 12:00:00+02:00,115.5800000000163,1,12,1,2,34,0.999639892578125,0.4333129882812501,28.6,0.0059392966790771,297.875,14400.0,297.87021484375003,323.32500000000005,478.15,2.0,101446.30625,93610.7875,16.11251668701172,0.0058494901879882,94471.99375,0.0,295.789013671875,297.8750366210937,292.2581298828125,314.35576171875005,0.0,313.8000122070313,1.1342834472656251,0.460162353515625
2023-07-25 13:00:00+02:00,131.70999999999185,1,13,1,1,34,1.7390808105468754,0.7344482421875,24.975,0.00565311498703,299.32958984375,18000.0,299.33876953125,327.20000000000005,557.44,2.8307932995259764,101391.3125,93598.68125,15.695187432861328,0.0055563145275878,94456.584375,2.45,297.05,299.34217529296876,292.2581298828125,314.261376953125,0.0,317.50001220703126,1.9504760742187501,0.7698486328125
2023-07-25 14:00:00+02:00,119.92999999999302,1,14,1,0,34,2.10997314453125,0.7072937011718752,21.875,0.0053724240570068,300.7435424804688,21600.0,299.6669189453125,330.8249969482422,623.216,3.4004821777343754,101307.33125,93556.9125,15.184176116943359,0.0052679143847656,94411.84375,5.0,298.41403808593753,300.7671752929688,292.2581298828125,314.85927734375,0.0,319.098681640625,2.39449462890625,0.7586669921875
2023-07-25 15:00:00+02:00,79.47000000000116,1,15,1,1,34,2.3995117187500004,1.12244873046875,18.975,0.0050630919186401,302.1604736328125,3600.0,300.592236328125,353.32500000000005,973.77,4.2874221205711365,101217.16875,93505.8625,15.057885748291016,0.0049497134582519,94356.321875,4.7,299.781494140625,302.16204833984375,300.79868164062503,313.0247802734375,0.0,319.93706054687505,2.754443359375,1.1944030761718751
2023-07-25 16:00:00+02:00,114.98000000001048,1,16,1,2,34,2.810964965820313,1.4268371582031252,16.9,0.0048266145669555,303.3486328125,7200.0,301.4711669921875,354.975,955.44,4.739784136414528,101110.1375,93432.53125,15.083187811279297,0.004710747128295825,94278.446875,2.9,301.0038330078125,303.35458984375,300.8046142578125,312.36577148437505,0.0,319.42502441406253,3.3110595703125,1.482281494140625
2023-07-25 17:00:00+02:00,119.42999999999302,1,17,1,3,34,3.5731884765625,1.2809033203125,15.525,0.0046812307440185,304.25458984375,10800.0,302.20372314453124,356.10923767089844,918.705,5.219962456822396,101022.4375,93369.8125,14.9676021484375,0.0045633780242919,94212.96875,0.0,302.0,304.2612548828125,300.8046142578125,311.940185546875,0.0,317.50001220703126,4.253692626953125,1.0834106445312501
2023-07-25 18:00:00+02:00,100.57000000000698,1,18,1,4,34,3.9082421875,0.587900390625,14.875,0.0046169405603027,304.7177490234375,14400.0,302.57500000000005,356.6092407226563,865.508,5.60672607421875,100984.9625,93343.959375,15.012122076416016,0.0045035428533935,94185.40625,0.0,302.65,304.76774902343755,300.8046142578125,309.56052246093753,0.0,314.675,4.670043945312501,0.16688842773437496
2023-07-25 19:00:00+02:00,68.44999999998254,1,19,1,5,34,3.8943701171875,0.19289062499999998,15.0,0.0046674249139404,304.7177612304688,18000.0,302.54074707031253,356.5519195556641,798.4,5.223567199707031,100966.1875,93326.9125,15.428129956054688,0.0045605045123291,94167.23125,0.0,302.875,304.8986572265625,300.8046142578125,307.07084960937505,0.0,311.0813720703125,4.58988037109375,-0.21143188476562502
2023-07-25 20:00:00+02:00,33.18000000002212,1,20,1,6,34,3.935947265625,-0.818154296875,15.700000000000001,0.0047622960360717,304.267236328125,21600.0,302.1999877929688,356.20000000000005,720.8480000000001,4.748782731592655,100994.54999999999,93344.215625,15.714084509277344,0.004660466475830001,94184.153125,0.125,302.95,304.8971069335937,300.792236328125,304.749462890625,0.0,306.79252929687505,4.689923095703126,-1.364520263671875
2023-07-25 21:00:00+02:00,8.099999999976717,1,21,1,7,34,3.5507519531250002,-1.67384765625,17.9,0.0049563550445556,302.72270507812505,3600.0,300.9925537109375,350.30563964843753,138.935,4.438096287846566,101077.53125,93387.14375,15.783730944824221,0.0047385866625975995,94229.40625,2.375,302.6117919921875,304.1871215820313,302.72270507812505,303.587841796875,0.0,301.89511718750003,4.66500244140625,-2.530755615234375
2023-07-25 22:00:00+02:00,0.9900000000197906,1,22,1,8,34,2.7183984375000003,-2.6560400390625,19.55,0.0047741368244934,300.632568359375,5486.05,299.725,346.4749969482422,75.03,4.275885346531868,101181.96875,93432.575,15.743109448242187,0.0046877027252197005,94278.809375,0.0,301.675,304.1871215820313,300.632568359375,304.664794921875,0.0,298.5502197265625,3.7335205078125004,-4.327639770507814
2023-07-25 23:00:00+02:00,-0.0599999999976716,1,23,1,9,34,0.344921875,-3.7296484375,20.75,0.0047311137548828,299.5312377929688,5486.0,299.1800537109375,343.5499969482422,50.015,4.900811540149152,101308.80625,93507.825,15.872481680297852,0.0046770938476562,94357.6625,0.0,300.492236328125,304.1871215820313,299.5312377929688,304.4633544921875,0.0,297.575,0.364044189453125,-6.042364501953125
2023-07-26 00:00:00+02:00,0.0,2,0,1,10,35,-0.79572265625,-3.05044921875,22.45,0.0047830268072509,298.4192626953125,5486.0,298.12884521484375,341.39999694824223,37.515,3.9549635056406265,101368.7,93535.10625,15.656619067382813,0.0047257447418212,94388.365625,0.0,299.55,304.1871215820313,298.3677856445313,302.77109375000003,0.0,296.32500000000005,-1.289544677734375,-4.84609375
2023-07-26 01:00:00+02:00,0.0,2,1,1,11,35,-2.99724609375,-2.9841357421875,26.125,0.0051078249996947996,296.96928710937505,5486.0,297.01153564453125,339.24615478515625,30.012,5.726376342773438,101460.675,93594.21875,15.526346270751954,0.0051132152416992,94453.021875,0.0,297.5845947265625,304.1871215820313,296.96778564453126,298.8091796875,0.0,295.3538818359375,-4.455789184570312,-4.37359619140625
2023-07-26 02:00:00+02:00,0.0,2,2,1,12,35,-3.171181640625,-3.38319580078125,34.225,0.0059117302088928,294.9620971679688,5486.0,294.95,336.5415893554688,25.008,6.583778705447912,101521.25625,93626.278125,15.68631400756836,0.0059067110150146,94491.225,1.875,295.260498046875,304.1871215820313,294.9370971679688,297.912890625,0.0,293.89586181640624,-5.1046142578125,-4.857843017578125
2023-07-26 03:00:00+02:00,0.0,2,3,1,11,35,-2.86409912109375,-3.06834716796875,38.8,0.0061552767279052,293.53635253906253,0.0,293.5273193359375,316.8384033203125,0.0,5.9,101612.7875,93677.9375,15.824669766235353,0.0061496332861328,94547.7375,0.0,293.7000244140625,294.70130615234376,293.5564331054688,300.03349609375005,0.0,292.65593261718755,-4.57244140625,-4.338017578125
2023-07-26 04:00:00+02:00,0.0,2,4,1,10,35,-2.7234863281250004,-2.88517822265625,42.85,0.0065091580213928,292.876318359375,0.0,292.9070068359375,316.0999969482422,0.0,5.262983357906341,101615.91875,93665.40625,15.149085821533205,0.0064560184875488,94537.44375,0.0,293.04997558593755,294.70130615234376,292.8613525390625,300.55,0.0,291.975,-4.352666015625,-3.990791015625
2023-07-26 05:00:00+02:00,0.0,2,5,1,9,35,-2.6085888671875,-2.98607177734375,45.650000000000006,0.0066928609494018,292.294873046875,0.0,292.3242553710937,315.15744323730473,0.0,5.378378295898438,101629.08125,93664.703125,15.00631149902344,0.006629915265502899,94538.2125,0.0,292.525,294.70130615234376,292.294873046875,299.8974609375,0.0,291.4386352539062,-4.0152685546875,-4.1548779296875
2023-07-26 06:00:00+02:00,0.0,2,6,1,8,35,-2.56936279296875,-2.786806640625,47.875,0.0067854652427673,291.734765625,0.0,291.7458862304688,314.2324432373047,0.0,5.013842201232911,101642.11875,93665.55625,15.008847277832032,0.0067141468133544,94540.24375000001,0.0,292.1,294.70130615234376,291.734765625,299.2978515625,0.0,290.8,-3.8646240234375,-3.8808203125
2023-07-26 07:00:00+02:00,0.0599999999976716,2,7,1,7,35,-2.66050048828125,-2.46239990234375,48.675,0.0067521528245543996,291.4234619140625,0.0,291.457568359375,313.4324432373047,0.0,4.502050770819188,101681.3375,93693.41875,15.017840979003907,0.0066740576605223995,94569.459375,0.0,291.82724609375003,294.70130615234376,291.41494140625,298.5728759765625,0.0,290.375,-3.8868212890625,-3.461181640625
2023-07-26 08:00:00+02:00,2.540000000008149,2,8,1,6,35,-2.76262451171875,-1.99540771484375,47.375,0.0067459822180175,291.8905029296875,2907.75,291.9098388671875,312.81489257812507,5.196,4.752471608109772,101718.60625,93730.2375,14.95786194458008,0.0066070933001708245,94606.93125,0.0,291.63395996093755,294.70130615234376,291.35698242187505,298.47373046875003,0.0,291.9499755859375,-4.004306640625,-2.6961181640625003
2023-07-26 09:00:00+02:00,11.21999999997206,2,9,1,5,35,-2.9589404296875004,-2.13933837890625,41.6,0.0066483725885008995,293.6355712890625,3600.0,293.6414428710938,313.8440399169922,191.7,4.638670977950096,101689.40625,93753.13125,14.780700842285157,0.006556971607666,94626.5375,0.0,292.38395996093755,293.6355712890625,292.0071655273438,299.37919921875005,0.0,296.709619140625,-3.7079736328125,-2.57564453125
2023-07-26 10:00:00+02:00,42.0,2,10,1,4,35,-2.9758251953125,-1.8914208984375,35.45,0.006444316021118101,295.73370361328125,7200.0,295.7234619140625,317.21541137695317,290.66,4.15551424920559,101647.01875,93768.95625,14.619754888916017,0.0063447391229248,94636.89375,0.0,294.0551025390625,295.712109375,292.0071655273438,300.33115234375,0.0,302.375,-3.6064501953125,-2.22300048828125
2023-07-26 11:00:00+02:00,82.20000000001164,2,11,1,3,35,-2.8232470703125,-1.27826171875,29.875,0.0061566394218444,297.80510253906255,10800.0,297.8064208984375,321.1999969482422,387.89,3.45,101586.75625,93764.08125,14.4958548828125,0.0060557022210693,94626.55625,0.0,295.9984130859375,297.817041015625,292.06552734375003,300.3316162109375,0.0,308.2626953125,-3.3459033203125,-1.4322998046875
2023-07-26 12:00:00+02:00,115.94000000000231,2,12,1,2,35,-2.4650439453125,-0.574111328125,25.1,0.0058130509204101,299.750732421875,14400.0,299.37858886718755,325.6249969482422,478.325,2.589854854345322,101538.5875,93763.371875,14.219025189208985,0.0057120415130615,94620.73125,0.0,297.81337890625,299.750732421875,292.06552734375003,300.41391601562503,0.0,313.8,-2.7845458984375,-0.5779785156249999
2023-07-26 13:00:00+02:00,131.9899999999907,2,13,1,1,35,-1.5978271484375,0.1305517578125,21.5,0.0055099985743713,301.4625,18000.0,300.1649536132813,330.02500000000003,558.136,1.651016235444695,101470.6625,93739.915625,13.912456665039063,0.0054198002593994,94593.5,0.0,299.3106201171875,301.4625,292.06552734375003,299.25200195312505,0.0,318.85458984375003,-1.7546044921875001,0.21278808593750004
2023-07-26 14:00:00+02:00,118.95000000001164,2,14,1,0,35,-0.65957275390625,0.35389892578125004,19.075000000000003,0.0053182504421997,302.86552734375005,21600.0,301.163427734375,334.3499938964844,624.292,1.172412109375,101387.3875,93697.10625,13.552470196533204,0.0052274629895019,94546.65625,0.0,300.57573242187505,302.8715698242188,292.06552734375003,297.2305419921875,0.0,323.0829711914063,-0.72982421875,0.48496093749999997
2023-07-26 15:00:00+02:00,100.29999999998836,2,15,1,1,35,0.03676025390625001,0.52728759765625,17.275,0.0051638698587036,304.0769897460938,3600.0,302.089306640625,362.24012756347656,976.73,1.3252540588378907,101289.7875,93635.64375,13.281076690673828,0.0050689689038085,94482.10625,0.0,301.70053710937503,304.0625,302.93995361328126,295.698291015625,0.0,324.65000000000003,0.023056640625000013,0.67793701171875
2023-07-26 16:00:00+02:00,125.3300000000163,2,16,1,2,35,0.5938574218749999,0.48639404296875,16.025,0.0050513098764038,304.97498779296876,7200.0,302.84693603515626,364.39999694824223,958.46,1.5375922247767448,101197.125,93575.084375,13.26561460571289,0.004959085440979,94418.0125,0.0,302.724462890625,304.99078369140625,302.932763671875,294.805810546875,0.0,324.0943237304688,0.63912109375,0.6494482421875
2023-07-26 17:00:00+02:00,115.30999999999769,2,17,1,3,35,0.82655029296875,0.356044921875,15.125,0.0049604645954895,305.603076171875,10800.0,303.3673950195313,365.77499694824223,921.6,1.7716930374503135,101102.1875,93504.521875,13.316431072998048,0.0048757350646972,94344.66875,0.0,303.5378662109375,305.6011474609375,302.953076171875,294.18798828125,0.0,321.9500244140625,0.898154296875,0.52884765625
2023-07-26 18:00:00+02:00,98.29999999998836,2,18,1,4,35,0.84634765625,0.39459716796875,14.55,0.0048898667088317,306.0103393554688,14400.0,303.6892944335938,366.2249969482422,868.108,2.0780182600021364,101039.79375,93458.39375,13.454347216796876,0.0048140702111816,94296.725,0.0,304.1638427734375,306.0011474609375,302.9288452148437,293.5140380859375,0.0,318.21933593750003,0.93396484375,0.5691552734375
2023-07-26 19:00:00+02:00,66.6700000000128,2,19,1,5,35,0.5815380859375,0.30067626953124993,14.325,0.0048525498376463996,306.15411376953125,18000.0,303.7973876953125,366.02450256347663,800.648,2.4064811706542972,100984.11875,93410.05625,13.43031619873047,0.0047766193865965995,94246.621875,0.0,304.5638427734375,306.1910766601562,302.9291137695313,293.5410400390625,0.0,313.7749755859375,0.6724365234375,0.4674560546875
2023-07-26 20:00:00+02:00,32.16000000000349,2,20,1,6,35,0.021235351562499977,0.07421875,14.5,0.0048530673966979,305.94230957031255,21600.0,303.65769042968753,365.2749938964844,722.792,2.0209357231855396,100968.26875,93390.34375,13.755485803222657,0.0047688514099121,94226.459375,0.0,304.72646484375,306.17877197265625,302.928857421875,293.0227783203125,0.0,308.80946044921876,0.04969726562499999,0.19254882812500002
2023-07-26 21:00:00+02:00,8.169999999983702,2,21,1,7,35,-0.39545654296875,-0.38206787109375007,18.425,0.0054833458546447,304.1181884765625,3600.0,302.198388671875,357.4122680664063,138.105,1.9892578125,101006.5875,93395.74375,14.253215869140625,0.0047600210284423,94231.225,0.0,304.69091796875,305.8931884765625,304.1173095703125,291.8968017578125,0.0,303.001708984375,-0.5051171875,-0.4536035156250001
2023-07-26 22:00:00+02:00,1.0100000000093132,2,22,1,8,35,-0.8752929687500001,-0.5157373046875,18.55,0.0049120217454528,302.1506591796875,5416.900000000001,300.823388671875,354.6,74.355,1.9365149989724162,101065.79375000001,93404.19375,14.518312268066406,0.004706587144775299,94241.225,0.0,304.37590332031255,305.86166992187503,302.1423095703125,291.13369140625,0.0,299.32500000000005,-1.0678515625,-0.6043896484375001
2023-07-26 23:00:00+02:00,-0.040000000008149,2,23,1,9,35,-1.37010986328125,-0.46333984375000004,18.8,0.0048058801150512,301.5506591796875,5417.0,300.3477294921875,352.65,49.57,2.038034774363041,101113.525,93418.253125,14.346801696777344,0.004683130180664,94257.06875,0.0,304.08273925781253,305.8508666992188,301.5256591796875,290.60810546875,0.0,298.4,-1.79322509765625,-0.44399108886718763
2023-07-27 00:00:00+02:00,0.0,3,0,1,10,36,-1.1840673828125,0.0851123046875,20.25,0.0048624959095764,300.4773803710937,5417.0,299.58818359375005,351.2499938964844,37.18,1.5109188109636307,101129.29,93408.0625,14.3470052734375,0.0047020678564453,94248.521875,0.0,303.601318359375,305.8508666992188,300.500634765625,290.4197021484375,0.0,297.5252319335938,-1.5140136718750001,0.24053039550781255
2023-07-27 01:00:00+02:00,0.0,3,1,1,11,36,-1.1141552734375,0.7240185546875,21.1,0.0048789528868103,299.8756469726563,5417.0,299.37501220703126,349.975,29.744,1.4852692730724812,101163.64,93415.0,14.61356547241211,0.0047452044665527,94257.2875,0.0,302.9515380859375,305.8508666992188,299.8489135742188,290.4222412109375,0.0,296.80021972656255,-1.4029937744140626,0.975213623046875
2023-07-27 02:00:00+02:00,0.0,3,2,1,12,36,-3.49607177734375,1.5059228515625,24.9,0.0055117343406677,299.35087890625005,5417.0,298.94451904296875,348.16639404296876,24.788,5.277569580264389,101206.2375,93419.99375,15.472604400634767,0.0058263998815917,94268.171875,0.0,300.451318359375,305.8508666992188,298.9739135742187,291.0098388671875,0.0,297.00224609375005,-5.24560546875,2.8651214599609376
2023-07-27 03:00:00+02:00,0.0,3,3,1,11,36,-3.3914916992187503,1.4232470703125,43.85,0.0083325032086181,296.8860107421875,0.0,296.6884033203125,335.0499938964844,0.0,5.204755952954292,101294.075,93467.7375,17.666375720214845,0.0089819498156738,94322.975,0.0,297.4980712890625,299.05583496093755,296.8308837890625,297.756494140625,0.0,295.3500244140625,-4.917465820312501,3.030107421875
2023-07-27 04:00:00+02:00,0.0,3,4,1,10,36,-3.36261962890625,0.99336181640625,66.35000000000001,0.0119889005491638,295.7506958007813,0.0,295.7505859375,336.6015869140625,0.0,5.004486083611846,101287.41875,93439.796875,19.092401333618163,0.0121465000762939,94297.55625,0.0,295.9978271484375,299.07569580078126,295.73088378906255,298.32060546875,0.0,294.91171875,-4.7141552734375,2.558525390625
2023-07-27 05:00:00+02:00,0.0,3,5,1,9,36,-3.89896728515625,0.4886206054687501,72.675,0.0128797907040405,295.39052734375,0.0,295.37297363281255,338.95000000000005,0.0,5.913351440429688,101288.575,93425.034375,19.2280072052002,0.0128510533123779,94283.90625,0.0,295.329931640625,299.06287841796876,295.3558837890625,299.02197265625,0.0,294.6962890625,-5.4553271484375,1.7262280273437498
2023-07-27 06:00:00+02:00,0.0,3,6,1,8,36,-3.7351025390625,0.08061035156249996,74.225,0.0125956611505126,294.63226318359375,0.0,294.63165283203125,339.7265869140625,0.0,5.67690004631877,101295.93125,93416.359375,18.470347479248048,0.0125184632006835,94277.4875,0.0,294.6763427734375,299.06556396484376,294.6558837890625,298.495068359375,0.0,294.0771484375,-5.283046875,1.1639111328124998
